	File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
3174	ENCFF615FRI	bam	bam	alignments	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF394FQN	1950328056	ENCODE Processing Pipeline	17a990783086eff4449e065d09799eb4	https://www.encodeproject.org/files/ENCFF615FRI/@@download/ENCFF615FRI.bam	hg19	released	s3://encode-public/2017/09/19/2edddb80-14f8-4347-9a27-290a951ed0dd/ENCFF615FRI.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3176	ENCFF615FRI	bam	bam	alignments	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF394FQN	1950328056	ENCODE Processing Pipeline	17a990783086eff4449e065d09799eb4	https://www.encodeproject.org/files/ENCFF615FRI/@@download/ENCFF615FRI.bam	hg19	released	s3://encode-public/2017/09/19/2edddb80-14f8-4347-9a27-290a951ed0dd/ENCFF615FRI.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3190	ENCFF119VPN	bam	bam	alignments	ENCSR504KZE	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF426HBP	915717388	ENCODE Processing Pipeline	b5af2f36226aaaf7cb7a34ef205233f5	https://www.encodeproject.org/files/ENCFF119VPN/@@download/ENCFF119VPN.bam	hg19	released	s3://encode-public/2017/09/19/7953f7d5-94c5-4f15-8b22-bdce728f11f9/ENCFF119VPN.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3192	ENCFF119VPN	bam	bam	alignments	ENCSR504KZE	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF426HBP	915717388	ENCODE Processing Pipeline	b5af2f36226aaaf7cb7a34ef205233f5	https://www.encodeproject.org/files/ENCFF119VPN/@@download/ENCFF119VPN.bam	hg19	released	s3://encode-public/2017/09/19/7953f7d5-94c5-4f15-8b22-bdce728f11f9/ENCFF119VPN.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3206	ENCFF611AGL	bam	bam	alignments	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF487QPZ	1620948902	ENCODE Processing Pipeline	2f82485eaa76ecc9fb495d883c5ae2ba	https://www.encodeproject.org/files/ENCFF611AGL/@@download/ENCFF611AGL.bam	hg19	released	s3://encode-public/2017/09/19/d966f82d-b9f1-4070-bb26-73545464e116/ENCFF611AGL.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3208	ENCFF611AGL	bam	bam	alignments	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF487QPZ	1620948902	ENCODE Processing Pipeline	2f82485eaa76ecc9fb495d883c5ae2ba	https://www.encodeproject.org/files/ENCFF611AGL/@@download/ENCFF611AGL.bam	hg19	released	s3://encode-public/2017/09/19/d966f82d-b9f1-4070-bb26-73545464e116/ENCFF611AGL.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3222	ENCFF121ZBR	bam	bam	alignments	ENCSR076YBB	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF237MKB	1026197528	ENCODE Processing Pipeline	c46abcd8a8195500d7b5b668a0bab699	https://www.encodeproject.org/files/ENCFF121ZBR/@@download/ENCFF121ZBR.bam	hg19	released	s3://encode-public/2017/09/19/2483f93a-a147-413b-b93c-46b833d430e1/ENCFF121ZBR.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3224	ENCFF121ZBR	bam	bam	alignments	ENCSR076YBB	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF237MKB	1026197528	ENCODE Processing Pipeline	c46abcd8a8195500d7b5b668a0bab699	https://www.encodeproject.org/files/ENCFF121ZBR/@@download/ENCFF121ZBR.bam	hg19	released	s3://encode-public/2017/09/19/2483f93a-a147-413b-b93c-46b833d430e1/ENCFF121ZBR.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3238	ENCFF654DRD	bam	bam	alignments	ENCSR214XJO	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF623QAX	1347466024	ENCODE Processing Pipeline	3d50836aebcf7428aa0cd5320b266156	https://www.encodeproject.org/files/ENCFF654DRD/@@download/ENCFF654DRD.bam	hg19	released	s3://encode-public/2017/09/19/c5d95a49-e35e-4372-82ea-837c5fe28ea7/ENCFF654DRD.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3240	ENCFF654DRD	bam	bam	alignments	ENCSR214XJO	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF623QAX	1347466024	ENCODE Processing Pipeline	3d50836aebcf7428aa0cd5320b266156	https://www.encodeproject.org/files/ENCFF654DRD/@@download/ENCFF654DRD.bam	hg19	released	s3://encode-public/2017/09/19/c5d95a49-e35e-4372-82ea-837c5fe28ea7/ENCFF654DRD.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3254	ENCFF767PZY	bam	bam	alignments	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF620KTT	1403632577	ENCODE Processing Pipeline	b3e391713540463f427f5c08c8496d62	https://www.encodeproject.org/files/ENCFF767PZY/@@download/ENCFF767PZY.bam	hg19	released	s3://encode-public/2017/09/19/d370a9a5-e491-4c86-be40-bd0581f2b404/ENCFF767PZY.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3256	ENCFF767PZY	bam	bam	alignments	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF620KTT	1403632577	ENCODE Processing Pipeline	b3e391713540463f427f5c08c8496d62	https://www.encodeproject.org/files/ENCFF767PZY/@@download/ENCFF767PZY.bam	hg19	released	s3://encode-public/2017/09/19/d370a9a5-e491-4c86-be40-bd0581f2b404/ENCFF767PZY.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3278	ENCFF949LCP	bam	bam	alignments	ENCSR847RSJ	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF250SPC, ENCFF648ZUI	1662504969	ENCODE Processing Pipeline	b7682c0419d297db0c8e027988723e33	https://www.encodeproject.org/files/ENCFF949LCP/@@download/ENCFF949LCP.bam	hg19	released	s3://encode-public/2017/09/19/cede9034-c204-45ae-9b08-dc6607b89640/ENCFF949LCP.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3280	ENCFF949LCP	bam	bam	alignments	ENCSR847RSJ	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF250SPC, ENCFF648ZUI	1662504969	ENCODE Processing Pipeline	b7682c0419d297db0c8e027988723e33	https://www.encodeproject.org/files/ENCFF949LCP/@@download/ENCFF949LCP.bam	hg19	released	s3://encode-public/2017/09/19/cede9034-c204-45ae-9b08-dc6607b89640/ENCFF949LCP.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3314	ENCFF020GHN	bam	bam	alignments	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2016-09-22	ENCODE	2	ENCFF480KUT	15268452799	ENCODE Processing Pipeline	53ecf9b3e98cfa1c6e6853080fe909ab	https://www.encodeproject.org/files/ENCFF020GHN/@@download/ENCFF020GHN.bam	hg19	released	s3://encode-public/2017/09/08/5c526aa2-92dd-4d4a-ade3-2faecad99273/ENCFF020GHN.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3316	ENCFF020GHN	bam	bam	alignments	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2016-09-22	ENCODE	2	ENCFF480KUT	15268452799	ENCODE Processing Pipeline	53ecf9b3e98cfa1c6e6853080fe909ab	https://www.encodeproject.org/files/ENCFF020GHN/@@download/ENCFF020GHN.bam	hg19	released	s3://encode-public/2017/09/08/5c526aa2-92dd-4d4a-ade3-2faecad99273/ENCFF020GHN.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3322	ENCFF658ZEV	bam	bam	alignments	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2016-09-22	ENCODE	1	ENCFF623FUP, ENCFF823LVS	2540100370	ENCODE Processing Pipeline	a5c4d2c7ac9b4fa1a36fc0a7aa0e269b	https://www.encodeproject.org/files/ENCFF658ZEV/@@download/ENCFF658ZEV.bam	hg19	released	s3://encode-public/2017/09/08/9c50ee41-50d0-4365-a0c8-7606d5e712f7/ENCFF658ZEV.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3324	ENCFF658ZEV	bam	bam	alignments	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2016-09-22	ENCODE	1	ENCFF623FUP, ENCFF823LVS	2540100370	ENCODE Processing Pipeline	a5c4d2c7ac9b4fa1a36fc0a7aa0e269b	https://www.encodeproject.org/files/ENCFF658ZEV/@@download/ENCFF658ZEV.bam	hg19	released	s3://encode-public/2017/09/08/9c50ee41-50d0-4365-a0c8-7606d5e712f7/ENCFF658ZEV.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3342	ENCFF635UOX	bam	bam	alignments	ENCSR627NIF	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2015-08-31	ENCODE	1	ENCFF881ZFT	14054986172	ENCODE Processing Pipeline	617cbd7a616bcb1ddc8bd1f89617b746	https://www.encodeproject.org/files/ENCFF635UOX/@@download/ENCFF635UOX.bam	hg19	released	s3://encode-public/2018/05/07/19dec503-7da8-4bb5-a30b-ec0b0f715af7/ENCFF635UOX.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3344	ENCFF635UOX	bam	bam	alignments	ENCSR627NIF	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2015-08-31	ENCODE	1	ENCFF881ZFT	14054986172	ENCODE Processing Pipeline	617cbd7a616bcb1ddc8bd1f89617b746	https://www.encodeproject.org/files/ENCFF635UOX/@@download/ENCFF635UOX.bam	hg19	released	s3://encode-public/2018/05/07/19dec503-7da8-4bb5-a30b-ec0b0f715af7/ENCFF635UOX.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3346	ENCFF186BCI	bam	bam	alignments	ENCSR627NIF	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2015-08-31	ENCODE	2	ENCFF935ALQ, ENCFF958EDL	5393112457	ENCODE Processing Pipeline	560d406d3a5fa35da4c3d4a0963a19de	https://www.encodeproject.org/files/ENCFF186BCI/@@download/ENCFF186BCI.bam	hg19	released	s3://encode-public/2018/05/07/e10b00ff-fedd-4c25-8e35-35861d42db13/ENCFF186BCI.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3348	ENCFF186BCI	bam	bam	alignments	ENCSR627NIF	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2015-08-31	ENCODE	2	ENCFF935ALQ, ENCFF958EDL	5393112457	ENCODE Processing Pipeline	560d406d3a5fa35da4c3d4a0963a19de	https://www.encodeproject.org/files/ENCFF186BCI/@@download/ENCFF186BCI.bam	hg19	released	s3://encode-public/2018/05/07/e10b00ff-fedd-4c25-8e35-35861d42db13/ENCFF186BCI.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3374	ENCFF717FJE	bam	bam	alignments	ENCSR141VGA	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF663VYE, ENCFF691LAL	11417427690	ENCODE Processing Pipeline	c19db27ffe03f2deb9dc7e4f29df24e3	https://www.encodeproject.org/files/ENCFF717FJE/@@download/ENCFF717FJE.bam	hg19	released	s3://encode-public/2017/09/19/0b1ac28d-9440-4023-9a06-7f7114f5fb0b/ENCFF717FJE.bam	ENCFF049EOL	bam	bam	alignments	ENCSR550WUX	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF906WKZ	408438949	ENCODE Processing Pipeline	77f78a924e7dabec2c9eba97263ca457	https://www.encodeproject.org/files/ENCFF049EOL/@@download/ENCFF049EOL.bam	hg19	released	s3://encode-public/2017/05/10/5ef4e418-4032-4120-a11c-0b66ea795f04/ENCFF049EOL.bam
3376	ENCFF717FJE	bam	bam	alignments	ENCSR141VGA	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF663VYE, ENCFF691LAL	11417427690	ENCODE Processing Pipeline	c19db27ffe03f2deb9dc7e4f29df24e3	https://www.encodeproject.org/files/ENCFF717FJE/@@download/ENCFF717FJE.bam	hg19	released	s3://encode-public/2017/09/19/0b1ac28d-9440-4023-9a06-7f7114f5fb0b/ENCFF717FJE.bam	ENCFF885JWN	bam	bam	alignments	ENCSR540ADS	ChIP-seq	UBERON:0002048	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF991PYU	1169296637	ENCODE Processing Pipeline	2acf41a37634c3d789ed1fcc294ad08d	https://www.encodeproject.org/files/ENCFF885JWN/@@download/ENCFF885JWN.bam	hg19	released	s3://encode-public/2016/12/19/f443b1d4-67c7-473e-88f0-a7679fd17afd/ENCFF885JWN.bam
3408	ENCFF453NMY	bam	bam	alignments	ENCSR000EKF	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF442LTW, ENCFF538DIA	1046430762	ENCODE Processing Pipeline	354783004a921c0f86ddd04cd00f07d7	https://www.encodeproject.org/files/ENCFF453NMY/@@download/ENCFF453NMY.bam	hg19	released	s3://encode-public/2017/10/05/0c4aa27e-86ac-4b28-90f6-f2f1cd6f9d76/ENCFF453NMY.bam	ENCFF977XML	bam	bam	alignments	ENCSR000ALB	ChIP-seq	CL:0002618	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BSI, ENCFF807MUK	374511486	ENCODE Processing Pipeline	cb3e30f7dca6e958bdc367f3cc303f8e	https://www.encodeproject.org/files/ENCFF977XML/@@download/ENCFF977XML.bam	hg19	released	s3://encode-public/2017/04/04/828dc05d-1479-4346-a159-82feb488c465/ENCFF977XML.bam
3409	ENCFF453NMY	bam	bam	alignments	ENCSR000EKF	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF442LTW, ENCFF538DIA	1046430762	ENCODE Processing Pipeline	354783004a921c0f86ddd04cd00f07d7	https://www.encodeproject.org/files/ENCFF453NMY/@@download/ENCFF453NMY.bam	hg19	released	s3://encode-public/2017/10/05/0c4aa27e-86ac-4b28-90f6-f2f1cd6f9d76/ENCFF453NMY.bam	ENCFF757GIT	bam	bam	alignments	ENCSR000ALB	ChIP-seq	CL:0002618	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BSD, ENCFF807MUK	421349945	ENCODE Processing Pipeline	b0d85f884f09364a686215f5ff03f1b0	https://www.encodeproject.org/files/ENCFF757GIT/@@download/ENCFF757GIT.bam	hg19	released	s3://encode-public/2017/04/04/564da604-089b-44ad-85fc-3a16b4bb6b4d/ENCFF757GIT.bam
3450	ENCFF818BFC	bam	bam	alignments	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	DNA	2011-05-04	ENCODE	1	ENCFF595OJI	20504884266	ENCODE Processing Pipeline	d1847312b05016dd99caca26f26a11c1	https://www.encodeproject.org/files/ENCFF818BFC/@@download/ENCFF818BFC.bam	hg19	released	s3://encode-public/2018/05/07/5f061f19-4aba-40df-89b1-687e7676b7b3/ENCFF818BFC.bam	ENCFF977XML	bam	bam	alignments	ENCSR000ALB	ChIP-seq	CL:0002618	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BSI, ENCFF807MUK	374511486	ENCODE Processing Pipeline	cb3e30f7dca6e958bdc367f3cc303f8e	https://www.encodeproject.org/files/ENCFF977XML/@@download/ENCFF977XML.bam	hg19	released	s3://encode-public/2017/04/04/828dc05d-1479-4346-a159-82feb488c465/ENCFF977XML.bam
3451	ENCFF818BFC	bam	bam	alignments	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	DNA	2011-05-04	ENCODE	1	ENCFF595OJI	20504884266	ENCODE Processing Pipeline	d1847312b05016dd99caca26f26a11c1	https://www.encodeproject.org/files/ENCFF818BFC/@@download/ENCFF818BFC.bam	hg19	released	s3://encode-public/2018/05/07/5f061f19-4aba-40df-89b1-687e7676b7b3/ENCFF818BFC.bam	ENCFF757GIT	bam	bam	alignments	ENCSR000ALB	ChIP-seq	CL:0002618	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BSD, ENCFF807MUK	421349945	ENCODE Processing Pipeline	b0d85f884f09364a686215f5ff03f1b0	https://www.encodeproject.org/files/ENCFF757GIT/@@download/ENCFF757GIT.bam	hg19	released	s3://encode-public/2017/04/04/564da604-089b-44ad-85fc-3a16b4bb6b4d/ENCFF757GIT.bam
