Assay_Accessibility	Assay_H3K27ac	Assembly	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly_Accessibility	File assembly_H3K27ac	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate_Accessibility	Technical replicate_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SLG, ENCFF000SLP, ENCFF549HLL	ENCFF000ASU, ENCFF807MUK	ENCSR000EJD	ENCSR000AKC	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/04/1ef3faf5-cf82-476f-9448-5485fa7df247/ENCFF903PJT.bam	s3://encode-public/2017/01/05/5bf9c570-dfa1-47c7-9ff9-6326157109da/ENCFF097SQI.bam	ENCFF903PJT	ENCFF097SQI	hg19	hg19	https://www.encodeproject.org/files/ENCFF903PJT/@@download/ENCFF903PJT.bam	https://www.encodeproject.org/files/ENCFF097SQI/@@download/ENCFF097SQI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6004980574	1521102564	0.0	0.0	0.0	0.0	88ffac0981fa2f09ad640d6a9efb0da9	e8b6448df059f14562233986e880455f	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0001987	UBERON:0001987	placenta	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF454TFY, ENCFF549HLL, ENCFF662VJV	ENCFF493XWO, ENCFF807MUK, ENCFF907YMF	ENCSR989YIV	ENCSR498ZRC	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/9c44bfa6-ade2-47f3-b170-8adc95b565a7/ENCFF156HVZ.bam	s3://encode-public/2016/12/19/0bc6d7c3-fe92-4c82-8d0b-edeb605f4dbf/ENCFF863QXI.bam	ENCFF156HVZ	ENCFF863QXI	hg19	hg19	https://www.encodeproject.org/files/ENCFF156HVZ/@@download/ENCFF156HVZ.bam	https://www.encodeproject.org/files/ENCFF863QXI/@@download/ENCFF863QXI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1399694479	1242606630	0.0	0.0	0.0	0.0	aad85d38a5b86dd267b6996fb97ec910	4457ac77ffbab952892b21042d5d17a0	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0003042	EFO:0003042	H1	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SOF, ENCFF549HLL	ENCFF000AWR, ENCFF807MUK	ENCSR000EJN	ENCSR000ANP	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/03/15218a8b-a187-4975-9e31-9c5a06e42527/ENCFF274IMF.bam	s3://encode-public/2016/11/13/0984e7e8-218d-465b-b7b1-454a3784104b/ENCFF782JPR.bam	ENCFF274IMF	ENCFF782JPR	hg19	hg19	https://www.encodeproject.org/files/ENCFF274IMF/@@download/ENCFF274IMF.bam	https://www.encodeproject.org/files/ENCFF782JPR/@@download/ENCFF782JPR.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2541227439	1095583219	0.0	0.0	0.0	0.0	8ca3ac14c023a41e611dfac30bc7aac7	1d0f394727ca22a63e1e66c19b124307	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0006711	EFO:0006711	OCI-LY7	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF283VQC, ENCFF302WLX, ENCFF413RCT, ENCFF451JDT, ENCFF534XXU, ENCFF549HLL, ENCFF566ZHI, ENCFF641XOX, ENCFF826OCN	ENCFF002BBG, ENCFF524KGJ, ENCFF558WXW, ENCFF807MUK, ENCFF822DBR	ENCSR489NAM	ENCSR447ZGY	2015-08-31	2014-07-11	0.0	H3K27ac-human	s3://encode-public/2017/09/10/29cfcbab-e256-4890-a0e9-8f73556738b9/ENCFF037NAS.bam	s3://encode-public/2016/12/05/25979b36-bbf4-4062-b7f5-652144e1286c/ENCFF588SRS.bam	ENCFF037NAS	ENCFF588SRS	hg19	hg19	https://www.encodeproject.org/files/ENCFF037NAS/@@download/ENCFF037NAS.bam	https://www.encodeproject.org/files/ENCFF588SRS/@@download/ENCFF588SRS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	38.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	paired-ended	13681860330	2455722684	0.0	0.0	0.0	0.0	b31403bdd6c4133e2a0fa566e119d274	2dcdaca05e3b09509090034121ee66c8	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000062	CL:0000062	osteoblast	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF000TCL, ENCFF549HLL	ENCFF000CVU, ENCFF807MUK	ENCSR000ELJ	ENCSR000APH	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/06/c1c01f94-6140-4c32-ab8f-222487a62979/ENCFF525DSP.bam	s3://encode-public/2017/04/04/bfbb36aa-ec04-449f-96e0-f2a17c0b5528/ENCFF817FSB.bam	ENCFF525DSP	ENCFF817FSB	hg19	hg19	https://www.encodeproject.org/files/ENCFF525DSP/@@download/ENCFF525DSP.bam	https://www.encodeproject.org/files/ENCFF817FSB/@@download/ENCFF817FSB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1699193620	2074970129	0.0	0.0	0.0	0.0	81cbc13167bcd145b1652d970c663985	cc141439830c3127051949f83f2acfc3	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002791	EFO:0002791	HeLa-S3	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SPW, ENCFF549HLL	ENCFF000BBZ, ENCFF807MUK	ENCSR000EJT	ENCSR000AOC	2011-04-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/10/05/a1c29ede-877c-444f-8b26-0394badb83c6/ENCFF915NVE.bam	s3://encode-public/2017/04/04/bd7b46b6-a288-429a-b745-25ecb2f42a0c/ENCFF504XZI.bam	ENCFF915NVE	ENCFF504XZI	hg19	hg19	https://www.encodeproject.org/files/ENCFF915NVE/@@download/ENCFF915NVE.bam	https://www.encodeproject.org/files/ENCFF504XZI/@@download/ENCFF504XZI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	561732141	1208621515	0.0	0.0	0.0	0.0	0be00d13683fd1730a1b69a60a4758b7	dafbe95fb72d2af7741f1962d9f86984	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0001203	EFO:0001203	MCF-7	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SZN, ENCFF549HLL	ENCFF000VHC, ENCFF807MUK	ENCSR000EKV	ENCSR000EWR	2012-08-28	2012-06-15	0.0	H3K27ac-human	s3://encode-public/2017/10/03/b27a152d-738d-4727-8ef4-e541727e3197/ENCFF468ITQ.bam	s3://encode-public/2017/04/10/c1649460-1356-4d7e-8aad-7b33f12853cd/ENCFF878VGE.bam	ENCFF468ITQ	ENCFF878VGE	hg19	hg19	https://www.encodeproject.org/files/ENCFF468ITQ/@@download/ENCFF468ITQ.bam	https://www.encodeproject.org/files/ENCFF878VGE/@@download/ENCFF878VGE.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	32.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3307536570	1189255826	0.0	0.0	0.0	0.0	2c683834faa8e2f413c98683018b417a	d8edc71c8467ea5d99a0d8b054d4161c	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000515	CL:0000515	skeletal muscle myoblast	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF465ATZ, ENCFF549HLL, ENCFF875UUR	ENCFF000BLI, ENCFF807MUK	ENCSR000EOO	ENCSR000ANF	2011-05-04	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/12/10/6f37fba0-1df3-4c7d-99de-c2874deeb3c8/ENCFF826DHO.bam	s3://encode-public/2017/04/04/a53b75d4-a4f8-433b-8c3d-63a92e2240bc/ENCFF383JVO.bam	ENCFF826DHO	ENCFF383JVO	hg19	hg19	https://www.encodeproject.org/files/ENCFF826DHO/@@download/ENCFF826DHO.bam	https://www.encodeproject.org/files/ENCFF383JVO/@@download/ENCFF383JVO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	101.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	2417608101	860457791	0.0	0.0	0.0	0.0	a83a4857c0289032b325296c3934d9a3	9bae612ba49c403ae588e4231abd52d4	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002860	EFO:0002860	SK-N-MC	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001EGT, ENCFF549HLL	ENCFF807MUK, ENCFF936KFD	ENCSR000EPY	ENCSR835MMN	2011-05-04	2016-11-18	0.0	H3K27ac-human	s3://encode-public/2017/09/05/6c459e1c-6dbb-43c2-9aa7-e32a16a6a1e2/ENCFF808UBJ.bam	s3://encode-public/2016/11/14/916a7d4b-e0d3-4791-9ee0-a0be4605e393/ENCFF064VTG.bam	ENCFF808UBJ	ENCFF064VTG	hg19	hg19	https://www.encodeproject.org/files/ENCFF808UBJ/@@download/ENCFF808UBJ.bam	https://www.encodeproject.org/files/ENCFF064VTG/@@download/ENCFF064VTG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	paired-ended	1663201137	1380382234	0.0	0.0	0.0	0.0	ad4baaca5c9c58cb193db573b2990ff0	a765e70191c16f96c6800950a3040d85	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0001054	CL:0001054	CD14-positive monocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF000TBL, ENCFF549HLL	ENCFF000CEO, ENCFF807MUK	ENCSR000ELE	ENCSR000ASJ	2012-08-28	2012-08-06	0.0	H3K27ac-human	s3://encode-public/2017/09/27/a65883c1-e21d-411a-805a-ff16381e89ed/ENCFF164CKD.bam	s3://encode-public/2017/04/12/db1ccf58-01ba-474b-bb2a-ffa3d85d2e27/ENCFF725BPA.bam	ENCFF164CKD	ENCFF725BPA	hg19	hg19	https://www.encodeproject.org/files/ENCFF164CKD/@@download/ENCFF164CKD.bam	https://www.encodeproject.org/files/ENCFF725BPA/@@download/ENCFF725BPA.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	50.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	7368664102	1056819528	0.0	0.0	0.0	0.0	75be7328db117545fbcd8970277006f4	3ac1de87ee461977ececc4b51dd7417b	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0003045	EFO:0003045	H9	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF000SOT, ENCFF549HLL	ENCFF087HNU, ENCFF185DRU, ENCFF807MUK	ENCSR000EJP	ENCSR876RGF	2011-04-19	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/10/03/22c480ce-1c4c-49a6-88c5-a38b737c7308/ENCFF719SKA.bam	s3://encode-public/2017/01/28/2ca34013-8d09-42c2-b3af-b0cea84e0ac9/ENCFF566BSW.bam	ENCFF719SKA	ENCFF566BSW	hg19	hg19	https://www.encodeproject.org/files/ENCFF719SKA/@@download/ENCFF719SKA.bam	https://www.encodeproject.org/files/ENCFF566BSW/@@download/ENCFF566BSW.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	20.0	30.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1002123725	1459316606	0.0	0.0	0.0	0.0	dfb60ea88a648fe075de577ea8b78f29	a1dd57f20c44e2b7cd852060a33c3526	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000624	CL:0000624	CD4-positive, alpha-beta T cell	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF263GAW, ENCFF549HLL, ENCFF947ORJ	ENCFF017MGJ, ENCFF416ZFL, ENCFF807MUK	ENCSR643GHI	ENCSR561KOM	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/fa844741-fa07-4517-afcf-d8f392a577bd/ENCFF951RNB.bam	s3://encode-public/2016/12/19/fe95c3f7-5f60-48ed-9a81-4d24dd8870f8/ENCFF711PGX.bam	ENCFF951RNB	ENCFF711PGX	hg19	hg19	https://www.encodeproject.org/files/ENCFF951RNB/@@download/ENCFF951RNB.bam	https://www.encodeproject.org/files/ENCFF711PGX/@@download/ENCFF711PGX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1638476224	2353581774	0.0	0.0	0.0	0.0	402e28092722b563d01d42b01b3cf9dc	85226ad27bc287b64ee445241752d7f8	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002553	CL:0002553	fibroblast of lung	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001BQM, ENCFF549HLL	ENCFF000CRS, ENCFF807MUK	ENCSR000EOJ	ENCSR000AMR	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/c01736cb-5c3e-494a-b9f2-a84e26384008/ENCFF679CGM.bam	s3://encode-public/2017/10/26/194aa153-b8fc-49d4-baf1-9fc0fe428865/ENCFF700OWA.bam	ENCFF679CGM	ENCFF700OWA	hg19	hg19	https://www.encodeproject.org/files/ENCFF679CGM/@@download/ENCFF679CGM.bam	https://www.encodeproject.org/files/ENCFF700OWA/@@download/ENCFF700OWA.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	13918525600	477370929	0.0	0.0	0.0	0.0	2c1424d2bda87844d4c7858e37bdfd90	f7bac64e47bbdfbedafdf52e8e0cbfb7	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0008450	UBERON:0008450	psoas muscle	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF000TEC, ENCFF549HLL	ENCFF453FYW, ENCFF807MUK	ENCSR000ELO	ENCSR791ISZ	2012-08-28	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/28/03612f90-d747-47ae-9a94-9a6ef7ff08b5/ENCFF618ECA.bam	s3://encode-public/2017/05/09/204eb658-ba0d-467b-b948-a8f230a1fdf7/ENCFF997IVM.bam	ENCFF618ECA	ENCFF997IVM	hg19	hg19	https://www.encodeproject.org/files/ENCFF618ECA/@@download/ENCFF618ECA.bam	https://www.encodeproject.org/files/ENCFF997IVM/@@download/ENCFF997IVM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	50.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	6626738043	632253284	0.0	0.0	0.0	0.0	6683ab3af9ce44a7773aee68394185f5	21e3edf109d097801b85e8059393a6f8	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	released	released	ENCFF001CEM, ENCFF549HLL	ENCFF000CHK, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/06/2f269f54-1bf3-4d22-8a3a-d50303cc4b4d/ENCFF252GUK.bam	s3://encode-public/2017/04/06/d88f4e53-5060-46a2-8c43-b412ac218822/ENCFF764CKT.bam	ENCFF252GUK	ENCFF764CKT	hg19	hg19	https://www.encodeproject.org/files/ENCFF252GUK/@@download/ENCFF252GUK.bam	https://www.encodeproject.org/files/ENCFF764CKT/@@download/ENCFF764CKT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11659496897	679051730	0.0	0.0	0.0	0.0	ab05567e4f23b5bb5206433ece2bb47b	7e08d0871cda31d5cdbe4824a4158ad2	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0007610	UBERON:0007610	tibial artery	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF234JON, ENCFF375DAE, ENCFF452SYM, ENCFF530SOD, ENCFF549HLL, ENCFF591BAX, ENCFF741TTG	ENCFF068FUW, ENCFF147IPQ, ENCFF807MUK	ENCSR080ISA	ENCSR535GFO	2017-10-01	2018-12-11	0.0	H3K27ac-human	s3://encode-public/2017/09/13/9dbc5da5-f28f-40d8-9e15-1d2b64388549/ENCFF500UBP.bam	s3://encode-public/2018/06/13/4ed5eede-6475-4523-bcaf-92a65cc1f727/ENCFF719WGZ.bam	ENCFF500UBP	ENCFF719WGZ	hg19	hg19	https://www.encodeproject.org/files/ENCFF500UBP/@@download/ENCFF500UBP.bam	https://www.encodeproject.org/files/ENCFF719WGZ/@@download/ENCFF719WGZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	7168761392	4406888009	0.0	0.0	0.0	0.0	8b51e53a3458b1219f4cc845b8e39aa6	76dcb0d8b3f90fa53d51f87552008fe2	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0006631	UBERON:0006631	right atrium auricular region	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF053VZG, ENCFF079GRE, ENCFF228WQY, ENCFF544GTL, ENCFF549HLL	ENCFF205SMX, ENCFF326GSU, ENCFF466WHK, ENCFF661NBM, ENCFF807MUK	ENCSR278SKG	ENCSR668EVA	2017-10-01	2019-09-11	0.0	H3K27ac-human	s3://encode-public/2017/09/19/72082771-4f15-44af-8295-60aca9549404/ENCFF939WIN.bam	s3://encode-public/2019/06/12/4eb6fe99-16bc-41c3-b320-0b7c91abfe08/ENCFF532LHQ.bam	ENCFF939WIN	ENCFF532LHQ	hg19	hg19	https://www.encodeproject.org/files/ENCFF939WIN/@@download/ENCFF939WIN.bam	https://www.encodeproject.org/files/ENCFF532LHQ/@@download/ENCFF532LHQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	11224903333	2206388579	0.0	0.0	0.0	0.0	16eff218d034edafef74f69235e03856	a34dff1f69f0bbcbebdf7f84f3d54430	0.0	0.0
